TOTAL_VENTAS_USD,TOTAL_COMPRAS_USD,EXPORTACIONES_USD,IMPORTACIONES_USD,VENTAS_TARIFA_15_USD,VENTAS_TARIFA_0_USD,COMPRAS_TARIFA_15_USD,COMPRAS_TARIFA_0_USD,COMPRAS_RISE_USD,BALANCE_COMERCIAL_USD,TOTAL_REGISTROS,MES_MAYOR_VENTAS,MES_MAYOR_COMPRAS,PROVINCIA_LIDER_VENTAS
242988468932.56998,192984643057.13998,34398094368.45,24533026160.29,121316963165.13,85031240576.61,93967931916.70001,68287806989.92,2443993675.6499996,50003825875.42999,49852,Diciembre,Diciembre,PICHINCHA
